record_id,bus_id,agency_id,linea,speed_kmh,distance_meters,day_of_week,time_of_day_min,scheduled_deviation_min,travel_time_to_next_stop_sec
72812314,"12","10","404",1.00,855,6,1214,0.00,855
72812313,"169","10","494",17.00,928,6,1214,0.00,197
72812312,"48","10","2",0.00,1989,6,1214,0.00,1800
72812311,"408","10","402",31.00,600,6,1214,5.00,370
72812310,"14","10","407",29.00,200,6,1214,7.00,445
72812309,"222","10","76",0.00,372,6,1214,0.00,372
72812308,"61","20","546",20.00,1013,6,1214,13.00,962
72812307,"94","20","538",16.00,1766,6,1214,17.00,1417
72812306,"51","20","505",0.00,5470,6,1214,0.00,1800
72812305,"48","20","582",0.00,1025,6,1214,0.00,1025
72812304,"132","20","505",40.00,1695,6,1214,0.00,153
72812303,"69","20","505",0.00,10020,6,1214,0.00,1800
72812302,"23","20","538",16.00,934,6,1214,-10.00,10
72812301,"82","20","522",38.00,1083,6,1214,0.00,103
72812300,"73","20","546",0.00,412,6,1214,0.00,412
72812299,"13","20","538",8.00,1957,6,1214,0.00,881
72812298,"77","20","582",0.00,384,6,1214,0.00,384
72812297,"44","20","526",33.00,1798,6,1214,0.00,196
72812296,"43","20","524",0.00,513,6,1214,0.00,513
72812295,"84","20","522",31.00,1366,6,1214,9.00,699
72812294,"6","20","526",11.00,1556,6,1214,0.00,509
72812293,"93","20","546",22.00,1414,6,1214,0.00,231
72812292,"46","20","546",29.00,978,6,1214,17.00,1141
72812291,"55","20","505",40.00,804,6,1214,12.00,792
72812290,"117","20","522",22.00,817,6,1214,20.00,1334
72812289,"24","20","546",44.00,440,6,1214,6.00,396
72812288,"114","20","L38",22.00,1034,6,1214,3.00,349
72812287,"96","20","505",31.00,393,6,1214,0.00,46
72812286,"101","20","582",18.00,877,6,1214,8.00,655
72812285,"2","20","546",0.00,1540,6,1214,0.00,1540
72812284,"99","20","526",25.00,1165,6,1214,6.00,528
72812283,"113","20","L25",38.00,776,6,1214,12.00,794
72812282,"34","20","505",35.00,1119,6,1214,0.00,115
72812281,"92","20","538",11.00,1919,6,1214,0.00,628
72812280,"59","20","526",50.00,1617,6,1214,-8.00,10
72812279,"67","20","526",0.00,1806,6,1214,0.00,1800
72812278,"105","20","522",11.00,497,6,1214,0.00,163
72812277,"27","20","505",42.00,282,6,1214,0.00,24
72812276,"56","20","538",0.00,357,6,1214,0.00,357
72812275,"64","20","582",24.00,484,6,1214,0.00,73
72812274,"90","20","526",42.00,614,6,1214,-7.00,10
72812273,"116","20","526",14.00,1477,6,1214,0.00,380
72812272,"36","20","582",16.00,1642,6,1214,14.00,1209
72812271,"94","20","538",18.00,1279,6,1214,13.00,1036
72812270,"86","20","526",27.00,9780,6,1214,6.00,1664
72812269,"88","20","524",0.00,3820,6,1214,0.00,1800
72812268,"108","20","522",27.00,1361,6,1214,-6.00,10
72812267,"67","20","526",0.00,1056,6,1214,0.00,1056
72812266,"107","20","582",12.00,1433,6,1214,0.00,430
72812265,"100","20","522",13.00,885,6,1214,-6.00,10
72812264,"38","20","522",24.00,280,6,1214,0.00,42
72812263,"88","20","524",0.00,3820,6,1214,0.00,1800
72812262,"48","20","582",18.00,1612,6,1214,1.00,382
72812261,"18","20","582",0.00,1359,6,1214,0.00,1359
72812260,"29","20","524",11.00,287,6,1214,8.00,574
72812259,"60","20","526",0.00,970,6,1214,0.00,970
72812258,"563","50","188",15.00,676,6,1214,2.00,282
72812257,"199","50","L6",42.00,392,6,1214,13.00,814
72812256,"331","50","156",34.00,1263,6,1214,0.00,134
72812255,"738","50","109",32.00,1356,6,1214,20.00,1353
72812254,"972","50","60",0.00,1126,6,1214,0.00,1126
72812253,"1130","50","158",0.00,1972,6,1214,0.00,1800
72812252,"737","50","163",0.00,1991,6,1214,0.00,1800
72812251,"1147","50","CE1",1.00,555,6,1214,0.00,555
72812250,"562","50","L46",21.00,238,6,1214,2.00,161
72812249,"455","50","185",12.00,1830,6,1214,0.00,549
72812248,"124","50","104",12.00,1191,6,1214,0.00,357
72812247,"18","50","105",2.00,361,6,1214,-5.00,61
72812246,"238","50","L15",10.00,1209,6,1214,0.00,435
72812245,"35","50","103",37.00,1184,6,1214,0.00,115
72812244,"910","50","110",32.00,1637,6,1214,17.00,1204
72812243,"717","50","192",24.00,1650,6,1214,0.00,248
72812242,"244","50","181",0.00,1484,6,1214,0.00,1484
72812241,"62","50","109",25.00,990,6,1214,11.00,803
72812240,"1118","50","116",0.00,900,6,1214,0.00,900
72812239,"772","50","163",9.00,615,6,1214,9.00,786
72812238,"692","50","147",22.00,1983,6,1214,5.00,624
72812237,"392","50","151",31.00,1036,6,1214,0.00,120
72812236,"639","50","137",41.00,594,6,1214,0.00,52
72812235,"56","50","103",34.00,1682,6,1214,-8.00,10
72812234,"293","50","183",1.00,1246,6,1214,0.00,1246
72812233,"44","50","100",25.00,989,6,1214,4.00,382
72812232,"970","50","121",8.00,493,6,1214,0.00,222
72812231,"294","50","147",1.00,810,6,1214,0.00,810
72812230,"478","50","147",33.00,585,6,1214,0.00,64
72812229,"602","50","183",0.00,1475,6,1214,0.00,1475
72812228,"770","50","144",1.00,238,6,1214,0.00,238
72812227,"378","50","148",27.00,1946,6,1214,0.00,259
72812226,"78","50","181",5.00,1388,6,1214,0.00,999
72812225,"947","50","109",23.00,1034,6,1214,7.00,582
72812224,"414","50","145",33.00,807,6,1214,0.00,88
72812223,"423","50","113",1.00,929,6,1214,0.00,929
72812222,"84","50","110",13.00,396,6,1214,0.00,110
72812221,"489","50","181",0.00,215,6,1214,0.00,215
72812220,"208","50","137",20.00,1937,6,1214,0.00,349
72812219,"816","50","L20",0.00,1597,6,1214,0.00,1597
72812218,"914","50","103",0.00,1192,6,1214,0.00,1192
72812217,"458","50","192",9.00,1175,6,1214,0.00,470
72812216,"970","50","121",30.00,1667,6,1214,18.00,1280
72812215,"632","50","192",10.00,590,6,1214,0.00,212
72812214,"544","50","128",23.00,1556,6,1214,0.00,244
72812213,"155","50","104",60.00,435,6,1214,7.00,446
72812212,"734","50","174",0.00,1988,6,1214,0.00,1800
72812211,"558","50","192",55.00,1068,6,1214,0.00,70
72812210,"1116","50","180",21.00,889,6,1214,0.00,152
72812209,"86","50","102",28.00,9780,6,1214,10.00,1800
72812208,"1142","50","183",0.00,748,6,1214,0.00,748
72812207,"1131","50","163",51.00,1468,6,1214,-16.00,10
72812206,"198","50","127",13.00,1901,6,1214,0.00,526
72812205,"264","50","145",1.00,1026,6,1214,0.00,1026
72812204,"148","50","117",2.00,1443,6,1214,0.00,1443
72812203,"268","50","145",4.00,1485,6,1214,3.00,1517
72812202,"637","50","105",37.00,1234,6,1214,15.00,1020
72812201,"640","50","175",0.00,1464,6,1214,0.00,1464
72812200,"611","50","185",35.00,476,6,1214,11.00,709
72812199,"1100","50","103",2.00,1437,6,1214,0.00,1437
72812198,"1048","50","E14",31.00,244,6,1214,10.00,628
72812197,"561","50","130",34.00,1344,6,1214,0.00,142
72812196,"946","50","100",1.00,1783,6,1214,10.00,1800
72812195,"530","50","127",11.00,610,6,1214,0.00,200
72812194,"165","50","195",2.00,1101,6,1214,0.00,1101
72812193,"686","50","185",34.00,630,6,1214,5.00,367
72812192,"705","50","115",16.00,1654,6,1214,7.00,792
72812191,"166","50","195",29.00,1931,6,1214,0.00,240
72812190,"894","50","G11",31.00,1836,6,1214,4.00,453
72812189,"175","50","130",41.00,613,6,1214,20.00,1254
72812188,"461","50","175",54.00,423,6,1214,1.00,88
72812187,"443","50","155",24.00,1998,6,1214,-2.00,180
72812186,"259","50","142",0.00,1712,6,1214,0.00,1712
72812185,"39","50","185",1.00,1765,6,1214,0.00,1765
72812184,"818","50","21",28.00,455,6,1214,0.00,59
72812183,"515","50","169",40.00,1389,6,1214,19.00,1265
72812182,"714","50","124",18.00,720,6,1214,-4.00,10
72812181,"349","50","183",37.00,1514,6,1214,18.00,1227
72812180,"744","50","185",0.00,1732,6,1214,0.00,1732
72812179,"926","50","L15",33.00,1417,6,1214,14.00,995
72812178,"1133","50","174",0.00,1505,6,1214,0.00,1505
72812177,"616","50","124",66.00,1853,6,1214,12.00,821
72812176,"890","50","D8",37.00,1547,6,1214,10.00,751
72812175,"894","50","G11",43.00,1020,6,1214,11.00,745
72812174,"1144","50","E14",6.00,1795,6,1214,-3.00,897
72812173,"169","50","127",48.00,702,6,1214,-1.00,10
72812172,"785","50","L41",21.00,777,6,1214,12.00,853
72812171,"299","50","60",38.00,1870,6,1214,0.00,177
72812170,"712","50","121",22.00,434,6,1214,0.00,71
72812169,"691","50","175",3.00,1526,6,1214,0.00,1526
72812168,"14","50","103",30.00,680,6,1214,2.00,202
72812167,"495","50","21",0.00,1413,6,1214,0.00,1413
72812166,"488","50","183",0.00,575,6,1214,0.00,575
72812165,"341","50","60",0.00,1809,6,1214,0.00,1800
72812164,"132","50","117",30.00,819,6,1214,0.00,98
72812163,"824","50","158",30.00,1256,6,1214,17.00,1171
72812162,"46","50","110",10.00,312,6,1214,13.00,892
72812161,"987","50","142",33.00,610,6,1214,-12.00,10
72812160,"862","50","CE1",2.00,1981,6,1214,0.00,1800
72812159,"93","50","181",0.00,1791,6,1214,0.00,1791
72812158,"71","50","103",5.00,11740,6,1214,0.00,1800
72812157,"974","50","145",33.00,1783,6,1214,0.00,195
72812156,"137","50","121",9.00,473,6,1214,0.00,189
72812155,"990","50","163",40.00,1564,6,1214,0.00,141
72812154,"892","50","183",14.00,1597,6,1214,0.00,411
72812153,"653","50","191",0.00,1068,6,1214,0.00,1068
72812152,"338","50","158",35.00,826,6,1214,-5.00,10
72812151,"731","50","137",47.00,858,6,1214,9.00,606
72812150,"670","50","110",41.00,1013,6,1214,13.00,869
72812149,"97","50","64",3.00,990,6,1214,5.00,1290
72812148,"518","50","149",19.00,1589,6,1214,6.00,661
72812147,"688","50","149",21.00,442,6,1214,0.00,76
72812146,"230","50","137",21.00,1567,6,1214,0.00,269
72812145,"721","50","199",1.00,1921,6,1214,0.00,1800
72812144,"753","50","174",47.00,364,6,1214,13.00,808
72812143,"241","50","L4",3.00,892,6,1214,11.00,1552
72812142,"251","50","144",32.00,1885,6,1214,16.00,1172
72812141,"559","50","187",9.00,1894,6,1214,4.00,998
72812140,"300","50","148",0.00,645,6,1214,0.00,645
72812139,"243","50","145",21.00,1002,6,1214,13.00,952
72812138,"286","50","145",30.00,625,6,1214,0.00,75
72812137,"136","50","121",29.00,999,6,1214,15.00,1024
72812136,"349","50","183",7.00,1782,6,1214,0.00,916
72812135,"798","50","L39",42.00,1350,6,1214,7.00,536
72812134,"572","50","181",25.00,1793,6,1214,0.00,258
72812133,"209","50","127",59.00,1486,6,1214,14.00,931
72812132,"69","50","103",33.00,10020,6,1214,3.00,1273
72812131,"30","50","103",0.00,1313,6,1214,0.00,1313
72812130,"707","50","21",1.00,728,6,1214,0.00,728
72812129,"232","50","124",26.00,1264,6,1214,12.00,895
72812128,"724","50","174",1.00,1466,6,1214,-16.00,506
72812127,"477","50","130",12.00,1583,6,1214,0.00,475
72812126,"72","50","L9",8.00,1616,6,1214,0.00,727
72812125,"648","50","149",25.00,1560,6,1214,0.00,225
72812124,"1126","50","143",34.00,869,6,1214,7.00,512
72812123,"53","50","100",0.00,6640,6,1214,0.00,1800
72812122,"588","50","199",29.00,1190,6,1214,8.00,628
72812121,"502","50","181",0.00,1942,6,1214,0.00,1800
72812120,"228","50","125",24.00,1153,6,1214,8.00,653
72812119,"47","50","102",21.00,341,6,1214,0.00,58
72812118,"387","50","185",31.00,768,6,1214,0.00,89
72812117,"761","50","192",24.00,523,6,1214,0.00,78
72812116,"968","50","110",0.00,950,6,1214,0.00,950
72812115,"420","50","G8",34.00,1322,6,1214,-5.00,10
72812114,"45","50","185",0.00,1378,6,1214,0.00,1378
72812113,"99","50","111",33.00,1213,6,1214,9.00,672
72812112,"1107","50","105",14.00,1074,6,1214,0.00,276
72812111,"402","50","199",21.00,884,6,1214,0.00,152
72812110,"579","50","192",1.00,738,6,1214,0.00,738
72812109,"297","50","163",0.00,1010,6,1214,0.00,1010
72812108,"485","50","L3",11.00,1186,6,1214,2.00,508
72812107,"24","50","169",40.00,1107,6,1214,-10.00,10
72812106,"1013","50","D8",0.00,1233,6,1214,0.00,1233
72812105,"924","50","102",50.00,1761,6,1214,-5.00,10
72812104,"245","50","L40",25.00,571,6,1214,4.00,322
72812103,"624","50","127",1.00,1997,6,1214,0.00,1800
72812102,"536","50","142",0.00,1520,6,1214,0.00,1520
72812101,"559","50","187",18.00,1501,6,1214,6.00,660
72812100,"575","50","125",4.00,458,6,1214,-2.00,292
72812099,"614","50","102",41.00,1968,6,1214,6.00,533
72812098,"359","50","103",17.00,820,6,1214,0.00,174
72812097,"269","50","145",10.00,1700,6,1214,0.00,612
72812096,"956","50","104",26.00,266,6,1214,0.00,37
72812095,"693","50","148",29.00,320,6,1214,-13.00,10
72812094,"32","50","D1",28.00,1191,6,1214,1.00,213
72812093,"224","50","137",4.00,543,6,1214,8.00,969
72812092,"776","50","112",35.00,303,6,1214,3.00,211
72812091,"662","50","149",1.00,909,6,1214,0.00,909
72812090,"131","50","149",18.00,1762,6,1214,0.00,352
72812089,"240","50","130",36.00,398,6,1214,4.00,280
72812088,"139","50","121",2.00,1198,6,1214,-9.00,658
72812087,"40","50","109",55.00,1843,6,1214,7.00,541
72812086,"926","50","L15",25.00,1743,6,1214,20.00,1451
72812085,"23","50","102",0.00,355,6,1214,0.00,355
72812084,"986","50","100",40.00,333,6,1214,15.00,930
72812083,"732","50","128",30.00,1398,6,1214,0.00,168
72812082,"2","50","103",0.00,792,6,1214,0.00,792
72812081,"722","50","103",45.00,514,6,1214,0.00,41
72812080,"748","50","148",41.00,1576,6,1214,0.00,138
72812079,"168","50","128",10.00,1499,6,1214,4.00,780
72812078,"215","50","137",22.00,546,6,1214,9.00,629
72812077,"553","50","157",1.00,1613,6,1214,5.00,1800
72812076,"755","50","60",4.00,659,6,1214,1.00,653
72812075,"580","50","137",32.00,1019,6,1214,9.00,655
72812074,"50","50","109",26.00,1054,6,1214,4.00,386
72812073,"472","50","181",1.00,1226,6,1214,0.00,1226
72812072,"749","50","169",12.00,234,6,1214,0.00,70
72812071,"963","50","103",0.00,625,6,1214,0.00,625
72812070,"517","50","L2",15.00,920,6,1214,11.00,881
72812069,"411","50","180",32.00,30,6,1214,0.00,10
72812068,"950","50","183",11.00,1963,6,1214,14.00,1482
72812067,"242","50","137",39.00,1511,6,1214,9.00,679
72812066,"574","50","144",27.00,1395,6,1214,9.00,726
72812065,"826","50","125",40.00,1569,6,1214,6.00,501
72812064,"34","50","110",25.00,513,6,1214,0.00,74
72812063,"142","50","116",34.00,1011,6,1214,0.00,107
72812062,"441","50","111",20.00,375,6,1214,0.00,68
72812061,"151","50","116",0.00,1780,6,1214,0.00,1780
72812060,"364","50","158",2.00,1039,6,1214,0.00,1039
72812059,"126","50","116",36.00,1571,6,1214,0.00,157
72812058,"642","50","124",12.00,882,6,1214,-10.00,10
72812057,"41","50","L9",11.00,971,6,1214,4.00,558
72812056,"256","50","60",4.00,263,6,1214,0.00,237
72812055,"599","50","110",4.00,675,6,1214,0.00,608
72812054,"878","50","D8",37.00,719,6,1214,0.00,70
72812053,"1111","50","L36",36.00,1255,6,1214,-6.00,10
72812052,"1054","50","CE1",1.00,1255,6,1214,0.00,1255
72812051,"376","50","163",27.00,1093,6,1214,-17.00,10
72812050,"643","50","130",0.00,241,6,1214,0.00,241
72812049,"1145","50","CE2",9.00,1743,6,1214,0.00,697
72812048,"283","50","144",36.00,1259,6,1214,16.00,1086
72812047,"663","50","103",18.00,860,6,1214,0.00,172
72812046,"91","50","103",2.00,916,6,1214,0.00,916
72812045,"51","50","192",39.00,5470,6,1214,0.00,505
72812044,"176","50","127",1.00,5160,6,1214,7.00,1800
72812043,"278","50","142",6.00,1832,6,1214,14.00,1800
72812042,"690","50","145",13.00,1893,6,1214,8.00,1004
72812041,"906","50","L15",25.00,823,6,1214,20.00,1319
72812040,"955","50","145",0.00,1085,6,1214,0.00,1085
72812039,"183","50","L28",42.00,616,6,1214,0.00,53
72812038,"435","50","192",26.00,473,6,1214,0.00,65
72812037,"377","50","199",45.00,892,6,1214,10.00,671
72812036,"520","50","199",0.00,408,6,1214,0.00,408
72812035,"797","50","145",45.00,1317,6,1214,0.00,105
72812034,"773","50","L35",24.00,1134,6,1214,8.00,650
72812033,"814","50","175",26.00,1825,6,1214,0.00,253
72812032,"427","50","163",25.00,1899,6,1214,0.00,273
72812031,"354","50","158",2.00,1028,6,1214,6.00,1388
72812030,"546","50","CE1",2.00,341,6,1214,0.00,341
72812029,"1088","50","175",38.00,1705,6,1214,13.00,942
72812028,"938","50","60",17.00,1168,6,1214,0.00,247
72812027,"925","50","181",9.00,1172,6,1214,0.00,469
72812026,"327","50","148",59.00,1191,6,1214,0.00,73
72812025,"415","50","151",15.00,1559,6,1214,0.00,374
72812024,"1053","50","CE1",20.00,699,6,1214,0.00,126
72812023,"447","50","195",40.00,1205,6,1214,0.00,108
72812022,"99","50","111",11.00,615,6,1214,6.00,561
72812021,"480","50","183",29.00,1215,6,1214,13.00,931
72812020,"7","50","110",21.00,1652,6,1214,-2.00,163
72812019,"318","50","199",0.00,1036,6,1214,0.00,1036
72812018,"65","50","112",0.00,1091,6,1214,0.00,1091
72812017,"589","50","145",0.00,1125,6,1214,0.00,1125
72812016,"245","50","L40",29.00,1228,6,1214,8.00,632
72812015,"499","50","180",48.00,961,6,1214,0.00,72
72812014,"644","50","163",16.00,951,6,1214,0.00,214
72812013,"241","50","L4",8.00,1222,6,1214,6.00,910
72812012,"1053","50","CE1",0.00,1527,6,1214,0.00,1527
72812011,"462","50","174",18.00,882,6,1214,0.00,176
72812010,"557","50","175",50.00,1945,6,1214,0.00,140
72812009,"1122","50","105",30.00,204,6,1214,-8.00,10
72812008,"598","50","L4",11.00,1505,6,1214,9.00,1033
72812007,"204","50","110",34.00,1959,6,1214,3.00,387
72812006,"383","50","158",10.00,642,6,1214,1.00,291
72812005,"533","50","L1",35.00,999,6,1214,-2.00,10
72812004,"367","50","151",28.00,611,6,1214,-1.00,19
72812003,"137","50","121",16.00,1314,6,1214,0.00,296
72812002,"758","50","147",35.00,1441,6,1214,20.00,1348
72812001,"769","50","181",1.00,1537,6,1214,0.00,1537
72812000,"991","50","148",0.00,1875,6,1214,0.00,1800
72811999,"859","50","CE1",0.00,1000,6,1214,0.00,1000
72811998,"223","50","137",29.00,999,6,1214,0.00,124
72811997,"147","50","121",0.00,1814,6,1214,0.00,1800
72811996,"713","50","111",0.00,1061,6,1214,0.00,1061
72811995,"277","50","144",23.00,1221,6,1214,0.00,191
72811994,"796","50","124",27.00,564,6,1214,0.00,75
72811993,"162","50","195",29.00,1708,6,1214,0.00,212
72811992,"983","50","183",18.00,1110,6,1214,20.00,1422
72811991,"568","50","175",40.00,1861,6,1214,0.00,167
72811990,"705","50","115",13.00,1684,6,1214,13.00,1246
72811989,"219","50","125",2.00,633,6,1214,0.00,633
72811988,"501","50","185",0.00,1718,6,1214,0.00,1718
72811987,"250","50","144",33.00,1608,6,1214,17.00,1195
72811986,"900","50","163",1.00,1065,6,1214,0.00,1065
72811985,"1075","50","191",27.00,878,6,1214,0.00,117
72811984,"190","50","195",0.00,1105,6,1214,0.00,1105
72811983,"1126","50","143",7.00,1780,6,1214,3.00,1095
72811982,"168","50","128",0.00,1912,6,1214,0.00,1800
72811981,"535","50","149",4.00,389,6,1214,0.00,350
72811980,"618","50","128",20.00,956,6,1214,-3.00,10
72811979,"600","50","128",35.00,1758,6,1214,9.00,721
72811978,"607","50","116",38.00,846,6,1214,0.00,80
72811977,"291","50","142",21.00,456,6,1214,-7.00,10
72811976,"546","50","CE1",0.00,1670,6,1214,0.00,1670
72811975,"928","50","103",27.00,1335,6,1214,11.00,838
72811974,"118","50","121",26.00,916,6,1214,0.00,127
72811973,"828","50","183",2.00,1177,6,1214,0.00,1177
72811972,"233","50","195",4.00,581,6,1214,12.00,1243
72811971,"404","50","151",0.00,1182,6,1214,0.00,1182
72811970,"87","50","100",5.00,661,6,1214,0.00,476
72811969,"66","50","21",27.00,1171,6,1214,0.00,156
72811968,"329","50","147",0.00,1433,6,1214,0.00,1433
72811967,"769","50","181",0.00,514,6,1214,0.00,514
72811966,"1106","50","109",13.00,1339,6,1214,0.00,371
72811965,"1085","50","174",35.00,608,6,1214,0.00,63
72811964,"1050","50","CE1",0.00,1493,6,1214,0.00,1493
72811963,"405","50","199",0.00,257,6,1214,0.00,257
72811962,"384","50","151",26.00,874,6,1214,0.00,121
72811961,"989","50","174",31.00,1238,6,1214,10.00,744
72811960,"233","50","195",0.00,545,6,1214,0.00,545
72811959,"262","50","144",13.00,1125,6,1214,0.00,312
72811958,"709","50","100",1.00,1350,6,1214,0.00,1350
72811957,"416","50","175",36.00,812,6,1214,-7.00,10
72811956,"668","50","124",45.00,1977,6,1214,0.00,158
72811955,"481","50","181",22.00,1466,6,1214,0.00,240
72811954,"437","50","169",1.00,538,6,1214,0.00,538
72811953,"912","50","105",0.00,1145,6,1214,0.00,1145
72811952,"308","50","163",41.00,1619,6,1214,0.00,142
72811951,"196","50","128",0.00,1129,6,1214,0.00,1129
72811950,"482","50","109",11.00,465,6,1214,0.00,152
72811949,"81","50","21",1.00,1291,6,1214,16.00,1800
72811948,"593","50","127",20.00,1977,6,1214,-15.00,10
72811947,"11","50","103",1.00,1800,6,1214,0.00,1800
72811946,"405","50","199",33.00,1071,6,1214,0.00,117
72811945,"521","50","L3",9.00,1992,6,1214,2.00,917
72811944,"792","50","60",42.00,633,6,1214,0.00,54
72811943,"205","50","124",23.00,891,6,1214,-11.00,10
72811942,"90","50","109",41.00,1113,6,1214,0.00,98
72811941,"25","50","21",7.00,1667,6,1214,0.00,857
72811940,"140","50","169",0.00,328,6,1214,0.00,328
72811939,"701","50","163",0.00,1892,6,1214,0.00,1800
72811938,"612","50","175",36.00,1312,6,1214,0.00,131
72811937,"819","50","195",10.00,1120,6,1214,11.00,1063
72811936,"510","50","188",14.00,547,6,1214,-6.00,10
72811935,"156","50","147",1.00,231,6,1214,-2.00,111
72811934,"10","50","21",20.00,1564,6,1214,0.00,282
72811933,"809","50","169",20.00,1805,6,1214,-6.00,10
72811932,"429","50","188",2.00,811,6,1214,0.00,811
72811931,"598","50","L4",27.00,1982,6,1214,4.00,504
72811930,"192","50","195",29.00,678,6,1214,0.00,84
72811929,"1105","50","105",43.00,1788,6,1214,6.00,510
72811928,"446","50","185",17.00,271,6,1214,0.00,57
72811927,"617","50","113",0.00,1085,6,1214,0.00,1085
72811926,"897","50","155",0.00,1065,6,1214,0.00,1065
72811925,"704","50","169",31.00,1881,6,1214,9.00,758
72811924,"1018","50","128",28.00,1698,6,1214,0.00,218
72811923,"325","50","163",2.00,692,6,1214,9.00,1232
72811922,"201","50","L6",31.00,966,6,1214,0.00,112
72811921,"934","50","145",35.00,764,6,1214,0.00,79
72811920,"422","50","181",8.00,1132,6,1214,0.00,509
72811919,"979","50","60",13.00,1975,6,1214,0.00,547
72811918,"565","50","100",34.00,964,6,1214,0.00,102
72811917,"789","50","113",1.00,989,6,1214,18.00,1800
72811916,"804","50","105",0.00,229,6,1214,0.00,229
72811915,"679","50","102",36.00,1201,6,1214,13.00,900
72811914,"529","50","180",2.00,351,6,1214,0.00,351
72811913,"954","50","102",17.00,391,6,1214,0.00,83
72811912,"822","50","195",18.00,1879,6,1214,0.00,376
72811911,"1014","50","109",37.00,472,6,1214,3.00,226
72811910,"921","50","185",43.00,1234,6,1214,14.00,943
72811909,"474","50","174",5.00,572,6,1214,0.00,412
72811908,"649","50","163",24.00,1265,6,1214,-2.00,70
72811907,"660","50","185",20.00,869,6,1214,0.00,156
72811906,"523","50","148",0.00,849,6,1214,0.00,849
72811905,"861","50","156",2.00,383,6,1214,0.00,383
72811904,"802","50","185",22.00,328,6,1214,0.00,54
72811903,"382","50","191",31.00,334,6,1214,0.00,39
72811902,"526","50","147",0.00,1139,6,1214,0.00,1139
72811901,"216","50","L23",34.00,1341,6,1214,11.00,802
72811900,"768","50","149",18.00,1940,6,1214,0.00,388
72811899,"452","50","192",0.00,244,6,1214,0.00,244
72811898,"116","50","121",26.00,1743,6,1214,13.00,1021
72811897,"409","50","174",0.00,1578,6,1214,0.00,1578
72811896,"992","50","185",46.00,1728,6,1214,15.00,1035
72811895,"319","50","113",9.00,1897,6,1214,0.00,759
72811894,"706","50","183",2.00,803,6,1214,8.00,1283
72811893,"324","50","151",29.00,1482,6,1214,0.00,184
72811892,"750","50","103",40.00,1913,6,1214,0.00,172
72811891,"672","50","180",0.00,1859,6,1214,0.00,1800
72811890,"789","50","113",2.00,1318,6,1214,0.00,1318
72811889,"961","50","105",27.00,273,6,1214,0.00,36
72811888,"591","50","169",28.00,474,6,1214,0.00,61
72811887,"158","50","115",0.00,1304,6,1214,0.00,1304
72811886,"152","50","121",29.00,885,6,1214,0.00,110
72811885,"311","50","191",1.00,1574,6,1214,0.00,1574
72811884,"312","50","149",37.00,764,6,1214,16.00,1034
72811883,"601","50","145",1.00,1640,6,1214,0.00,1640
72811882,"556","50","125",32.00,1516,6,1214,13.00,951
72811881,"109","50","121",35.00,1388,6,1214,10.00,743
72811880,"398","50","144",28.00,1930,6,1214,9.00,788
72811879,"507","50","187",20.00,1888,6,1214,-1.00,280
72811878,"351","50","157",22.00,1713,6,1214,4.00,520
72811877,"113","50","62",1.00,1685,6,1214,0.00,1685
72811876,"273","50","144",9.00,1277,6,1214,0.00,511
72811875,"438","50","175",1.00,289,6,1214,0.00,289
72811874,"794","50","21",26.00,1997,6,1214,0.00,277
72811873,"227","50","L8",6.00,1880,6,1214,5.00,1428
72811872,"407","50","181",41.00,1285,6,1214,0.00,113
72811871,"549","50","130",44.00,791,6,1214,0.00,65
72811870,"771","50","185",20.00,569,6,1214,8.00,582
72811869,"370","50","158",2.00,801,6,1214,0.00,801
72811868,"1098","50","21",19.00,366,6,1214,4.00,309
72811867,"117","50","62",0.00,1104,6,1214,0.00,1104
72811866,"475","50","183",2.00,1888,6,1214,0.00,1800
72811865,"567","50","128",17.00,1385,6,1214,-14.00,10
72811864,"776","50","112",40.00,276,6,1214,-3.00,10
72811863,"339","50","175",18.00,216,6,1214,0.00,43
72811862,"477","50","130",11.00,324,6,1214,0.00,106
72811861,"321","50","113",29.00,1929,6,1214,0.00,239
72811860,"265","50","60",14.00,747,6,1214,19.00,1332
72811859,"1039","50","115",0.00,1327,6,1214,0.00,1327
72811858,"194","50","124",24.00,1071,6,1214,10.00,761
72811857,"687","50","174",4.00,1871,6,1214,0.00,1684
72811856,"110","50","116",0.00,1773,6,1214,0.00,1773
72811855,"953","50","110",0.00,256,6,1214,0.00,256
72811854,"237","50","127",19.00,17500,6,1214,-10.00,1800
72811853,"44","50","100",32.00,1290,6,1214,10.00,745
72811852,"214","50","125",22.00,1883,6,1214,0.00,308
72811851,"671","50","191",5.00,1830,6,1214,3.00,1498
72811850,"574","50","144",25.00,1912,6,1214,0.00,275
72811849,"682","50","151",23.00,1085,6,1214,0.00,170
72811848,"473","50","183",1.00,1646,6,1214,8.00,1800
72811847,"22","50","21",4.00,1909,6,1214,0.00,1718
72811846,"754","50","180",44.00,1759,6,1214,0.00,144
72811845,"178","50","125",1.00,1585,6,1214,0.00,1585
72811844,"454","50","192",5.00,426,6,1214,0.00,307
72811843,"786","50","100",41.00,1568,6,1214,0.00,138
72811842,"929","50","149",0.00,1959,6,1214,0.00,1800
72811841,"652","50","183",35.00,413,6,1214,20.00,1242
72811840,"514","50","130",38.00,723,6,1214,-20.00,10
72811839,"111","50","104",0.00,1419,6,1214,0.00,1419
72811838,"630","50","174",31.00,1661,6,1214,0.00,193
